,run,biosample,MIC_AMC,MIC_AMP,MIC_AZM,MIC_FOX,MIC_TIO,MIC_CRO,MIC_CHL,MIC_CIP,MIC_GEN,MIC_NAL,MIC_STR,MIC_FIS,MIC_TET,MIC_SXT,MIC_KAN,SIR_AMC,SIR_AMP,SIR_AZM,SIR_FOX,SIR_TIO,SIR_CRO,SIR_CHL,SIR_CIP,SIR_GEN,SIR_NAL,SIR_STR,SIR_FIS,SIR_TET,SIR_SXT,SIR_KAN,isolation_source,serovar,collection_date,collected_by,geo_loc_name,strain,sub_species,Typing Method,Testing Standard,source,cgmlst_matching_alleles,cgmlst_subspecies,h1,h2,o_antigen,serogroup,serovar_antigen,serovar_cgmlst
4581,SRR1562638,SAMN02782575,<= 1,<= 1, ,8,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Muenster,2004,FDA,USA:MD,WAPHL_SAL-A00523, ,,CLSI,,,,,,,,,
4582,SRR1562658,SAMN02782574,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Schwarzengrund,2004,FDA,USA:MD,WAPHL_SAL-A00522, ,,CLSI,,,,,,,,,
4583,SRR1562633,SAMN02782573,<= 1,<= 1, ,4,0.5,<= 0.25,4,<= 0.015,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2004,FDA,USA:MD,WAPHL_SAL-A00521, ,,CLSI,,,,,,,,,
4584,SRR1556065,SAMN02782571,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Muenster,2004,FDA,USA:MD,WAPHL_SAL-A00519, ,,CLSI,,,,,,,,,
4585,SRR1556107,SAMN02782570,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Muenster,2004,FDA,USA:MD,WAPHL_SAL-A00518, ,,CLSI,,,,,,,,,
4586,SRR1556103,SAMN02782569,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,8,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,ground turkey,Muenster,2004,FDA,USA:MD,WAPHL_SAL-A00517, ,,CLSI,,,,,,,,,
4587,SRR1556085,SAMN02782568,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Muenster,2004,FDA,USA:MD,WAPHL_SAL-A00516, ,,CLSI,,,,,,,,,
4588,SRR1556084,SAMN02782567,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,<= 0.25,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2004,FDA,USA:MD,WAPHL_SAL-A00515, ,,CLSI,,,,,,,,,
4589,SRR1556064,SAMN02782566,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2004,FDA,USA:MD,WAPHL_SAL-A00514, ,,CLSI,,,,,,,,,
4590,SRR1556116,SAMN02782565,16,> 32, ,2,1,<= 0.25,4,<= 0.015,<= 0.25,8,== 64,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2004,FDA,USA:GA,WAPHL_SAL-A00513, ,,CLSI,,,,,,,,,
4591,SRR1556095,SAMN02782564,8,> 32, ,4,1,<= 0.25,8,<= 0.015,> 16,8,> 64,> 256,> 32,<= 0.125,> 64,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00512, ,,CLSI,,,,,,,,,
4592,SRR1556088,SAMN02782563,<= 1,<= 1, ,4,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,> 64,64,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00511, ,,CLSI,,,,,,,,,
4593,SRR1556097,SAMN02782562,16,> 32, ,16,1,<= 0.25,16,0.03,2,8,> 64,> 256,> 32,0.5,> 64,intermediate,resistant, ,intermediate,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Agona,2004,FDA,USA:GA,WAPHL_SAL-A00510, ,,CLSI,,,,,,,,,
4594,SRR1556071,SAMN02782561,32,> 32, ,16,2,<= 0.25,16,0.06,0.5,8,== 64,> 256,> 32,0.5,> 64,resistant,resistant, ,intermediate,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Agona,2004,FDA,USA:GA,WAPHL_SAL-A00509, ,,CLSI,,,,,,,,,
4595,SRR1556115,SAMN02782560,2,4, ,8,2,<= 0.25,16,0.03,0.5,16,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Senftenberg,2004,FDA,USA:GA,WAPHL_SAL-A00508, ,,CLSI,,,,,,,,,
4596,SRR1556105,SAMN02782559,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,2,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,chicken breast,Mbandaka,2004,FDA,USA:GA,WAPHL_SAL-A00507, ,,CLSI,,,,,,,,,
4597,SRR1556117,SAMN02782558,<= 1,<= 1, ,4,1,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"IIIa 18:z4,z32:-",2004,FDA,USA:GA,WAPHL_SAL-A00506, ,,CLSI,,,,,,,,,
4598,SRR1556074,SAMN02782557,<= 1,2, ,2,1,<= 0.25,8,<= 0.015,0.5,8,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2004,FDA,USA:GA,WAPHL_SAL-A00505, ,,CLSI,,,,,,,,,
4599,SRR1553905,SAMN02782556,2,2, ,4,1,<= 0.25,8,<= 0.015,16,4,== 64,<= 16,<= 4,<= 0.125,== 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,susceptible,resistant,ground turkey,Montevideo,2004,FDA,USA:GA,WAPHL_SAL-A00504, ,,CLSI,,,,,,,,,
4600,SRR1553755,SAMN02782555,<= 1,<= 1, ,4,0.5,<= 0.25,4,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Reading,2004,FDA,USA:GA,WAPHL_SAL-A00503, ,,CLSI,,,,,,,,,
4601,SRR1553843,SAMN02782553,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Derby,2004,FDA,USA:GA,WAPHL_SAL-A00501, ,,CLSI,,,,,,,,,
4602,SRR1553831,SAMN02782552,<= 1,<= 1, ,4,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Reading,2004,FDA,USA:GA,WAPHL_SAL-A00500, ,,CLSI,,,,,,,,,
4603,SRR1553777,SAMN02782551,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00499, ,,CLSI,,,,,,,,,
4604,SRR1553809,SAMN02782550,<= 1,<= 1, ,4,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Reading,2004,FDA,USA:GA,WAPHL_SAL-A00498, ,,CLSI,,,,,,,,,
4605,SRR1553734,SAMN02782549,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Reading,2004,FDA,USA:GA,WAPHL_SAL-A00497, ,,CLSI,,,,,,,,,
4606,SRR1562607,SAMN02782548,<= 1,2, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,32,8,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,ground turkey,Schwarzengrund,2004,FDA,USA:GA,WAPHL_SAL-A00496, ,,CLSI,,,,,,,,,
4607,SRR1553749,SAMN02782547,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,8,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,ground turkey,Schwarzengrund,2004,FDA,USA:GA,WAPHL_SAL-A00495, ,,CLSI,,,,,,,,,
4608,SRR1553789,SAMN02782546,2,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00494, ,,CLSI,,,,,,,,,
4609,SRR1553769,SAMN02782545,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00493, ,,CLSI,,,,,,,,,
4610,SRR1553846,SAMN02782544,<= 1,2, ,4,1,<= 0.25,8,0.03,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00492, ,,CLSI,,,,,,,,,
4611,SRR1553781,SAMN02782543,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,2,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00491, ,,CLSI,,,,,,,,,
4612,SRR1553786,SAMN02782542,32,> 32, ,2,1,<= 0.25,8,<= 0.015,16,4,== 64,> 256,<= 4,<= 0.125,== 64,resistant,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,susceptible,resistant,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00490, ,,CLSI,,,,,,,,,
4613,SRR1553799,SAMN02782541,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00489, ,,CLSI,,,,,,,,,
4614,SRR1553842,SAMN02782540,16,> 32, ,2,1,<= 0.25,8,<= 0.015,8,4,== 64,> 256,> 32,0.25,== 32,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,resistant,resistant,resistant,susceptible,intermediate,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00488, ,,CLSI,,,,,,,,,
4615,SRR1553817,SAMN02782539,16,> 32, ,4,1,<= 0.25,8,<= 0.015,8,4,<= 32,> 256,> 32,0.25,== 32,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,resistant,resistant,susceptible,intermediate,chicken breast,Mbandaka,2004,FDA,USA:GA,WAPHL_SAL-A00487, ,,CLSI,,,,,,,,,
4616,SRR1528516,SAMN02782538,16,> 32, ,4,1,<= 0.25,8,<= 0.015,16,4,== 64,> 256,<= 4,0.25,== 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,susceptible,resistant,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00486, ,,CLSI,,,,,,,,,
4617,SRR1528521,SAMN02782537,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00485, ,,CLSI,,,,,,,,,
4618,SRR1528535,SAMN02782536,<= 1,2, ,8,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,"IIIa 18:z4,z32:-",2004,FDA,USA:GA,WAPHL_SAL-A00484, ,,CLSI,,,,,,,,,
4619,SRR1528471,SAMN02782535,<= 1,2, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,"IIIa 18:z4,z32:-",2004,FDA,USA:GA,WAPHL_SAL-A00483, ,,CLSI,,,,,,,,,
4620,SRR1528495,SAMN02782534,<= 1,4, ,4,1,<= 0.25,8,<= 0.015,16,4,> 64,> 256,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Reading,2004,FDA,USA:GA,WAPHL_SAL-A00482, ,,CLSI,,,,,,,,,
4621,SRR1528520,SAMN02782533,<= 1,2, ,2,0.5,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00481, ,,CLSI,,,,,,,,,
4622,SRR1528511,SAMN02782532,2,2, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,== 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2004,FDA,USA:GA,WAPHL_SAL-A00480, ,,CLSI,,,,,,,,,
4623,SRR1528487,SAMN02782531,<= 1,<= 1, ,4,0.5,<= 0.25,4,<= 0.015,0.5,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2004,FDA,USA:GA,WAPHL_SAL-A00479, ,,CLSI,,,,,,,,,
4624,SRR1528529,SAMN02782530,<= 1,2, ,8,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2004,FDA,USA:GA,WAPHL_SAL-A00478, ,,CLSI,,,,,,,,,
4625,SRR1528494,SAMN02782529,<= 1,2, ,4,1,<= 0.25,8,<= 0.015,0.5,4,== 64,> 256,> 32,0.25,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Agona,2004,FDA,USA:GA,WAPHL_SAL-A00477, ,,CLSI,,,,,,,,,
4626,SRR1528493,SAMN02782528,<= 1,<= 1, ,4,1,<= 0.25,8,0.06,<= 0.25,4,<= 32,> 256,> 32,0.25,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,ground turkey,Agona,2004,FDA,USA:GA,WAPHL_SAL-A00476, ,,CLSI,,,,,,,,,
4627,SRR1528524,SAMN02782527,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,> 16,8,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00475, ,,CLSI,,,,,,,,,
4628,SRR1528506,SAMN02782526,2,2, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Newport,2004,FDA,USA:GA,WAPHL_SAL-A00474, ,,CLSI,,,,,,,,,
4629,SRR1528505,SAMN02782525,2,2, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Newport,2004,FDA,USA:GA,WAPHL_SAL-A00473, ,,CLSI,,,,,,,,,
4630,SRR1528486,SAMN02782524,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,resistant,ground turkey,Heidelberg,2004,FDA,USA:GA,WAPHL_SAL-A00472, ,,CLSI,,,,,,,,,
4631,SRR1528470,SAMN02782523,2,2, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:CO,WAPHL_SAL-A00471, ,,CLSI,,,,,,,,,
4632,SRR1521578,SAMN02782522,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,== 64,> 256,<= 4,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:CO,WAPHL_SAL-A00470, ,,CLSI,,,,,,,,,
4633,SRR1521560,SAMN02782521,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,chicken breast,Agona,2004,FDA,USA:CO,WAPHL_SAL-A00469, ,,CLSI,,,,,,,,,
4634,SRR1521576,SAMN02782520,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,Pork Chop,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00468, ,,CLSI,,,,,,,,,
4635,SRR1521525,SAMN02782519,<= 1,<= 1, ,4,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,Pork Chop,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00467, ,,CLSI,,,,,,,,,
4636,SRR1521527,SAMN02782518,<= 1,2, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00466, ,,CLSI,,,,,,,,,
4637,SRR1521597,SAMN02782517,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00465, ,,CLSI,,,,,,,,,
4638,SRR1521526,SAMN02782516,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00464, ,,CLSI,,,,,,,,,
4639,SRR1521581,SAMN02782515,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Schwarzengrund,2004,FDA,USA:OR,WAPHL_SAL-A00463, ,,CLSI,,,,,,,,,
4640,SRR1521594,SAMN02782514,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Schwarzengrund,2004,FDA,USA:OR,WAPHL_SAL-A00462, ,,CLSI,,,,,,,,,
4641,SRR1521559,SAMN02782513,<= 1,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2004,FDA,USA:OR,WAPHL_SAL-A00461, ,,CLSI,,,,,,,,,
4642,SRR1521524,SAMN02782512,2,<= 1, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,<= 16,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,chicken breast,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00460, ,,CLSI,,,,,,,,,
4643,SRR1521569,SAMN02782511,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,4,<= 32,128,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2004,FDA,USA:OR,WAPHL_SAL-A00459, ,,CLSI,,,,,,,,,
4644,SRR1521518,SAMN02782510,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00458, ,,CLSI,,,,,,,,,
4645,SRR1521586,SAMN02782509,<= 1,<= 1, ,1,0.25,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00457, ,,CLSI,,,,,,,,,
4646,SRR1521571,SAMN02782508,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2004,FDA,USA:OR,WAPHL_SAL-A00456, ,,CLSI,,,,,,,,,
